â,آ
tenezzülen,تنزلا
teng,تنگ
tengdest,تنگ دست
tenhâ,تنها
te'nîs,تأنيس
tenkîd,تنقيد
tenkîdât,تنقيدات
tenkîh,تنقيح
tenkîl,تنكيل
tenkîs,تنقيص
tenkîsât,تنقيصات
tenmiye,تنميه
tennûr,تنور
tennûre,تنوره
tenperver,تن پرور
tensîb,تنسيب
tensîk,تنسيق
tenşît,تنشيط
tenûmend,تنومند
tenvîm,تنویم
tenvîr,تنویر
tenzîh,تنزیه
tenzîl,تنزیل
tenzîlât,تنزیلات
ter,تر
terâfuk,ترافق
terahhum,ترحم
terakkî,ترقى
terakkîperver,ترقى پرور
terakkiyât,ترقيات
terâküm,تراكم
terâne,ترانه
terâzû,ترازو
terbî',تربيع
terbiye,تربيه
terbiyevî,تربيوی
terceme,ترجمه
tercî',ترجيع
tercîh,ترجيح
tercüman,ترجمان
terdâmen,تردامن
terdîd,تردید
terdîf,تردیف
tereddî,تردی
tereddüd,تردد
tereke,تركه
terekküb,تركب
terekkübât,تركبات
terennüm,ترنم
teressüb,ترسب
tereşşüh,ترشح
terettüb,ترتب
terfî',ترفيع
terfîk,ترفيق
tergîb,ترغيب
terhîn,ترهين
terhis,ترخيص
ter'îb,ترعيب
terk,ترک
terkeş,تركش
terkîb,تركيب
terkuve,ترقوه
termîm,ترميم
termîmât,تریمات
ters,ترس
tersâ,ترسا
tersân,ترسان
tersâyân,ترسایان
tersengîz,ترس انگيز
tersî',ترصيع
tersîb,ترسيب
tersîm,ترسيم
tersnâk,ترسناک
tertîb,ترتيب
tertîbât,ترتيبات
terütâze,تروتازه
tervîc,ترویج
terzebân,ترزبان
terzîk,ترزیق
terzîl,ترذیل
tesâdüf,تصادف
tesâdüfen,تصادفا
tesâdüfî,تصادفى
tesâdüm,تصادم
tesâhub,تصاحب
tesâmüh,تسامح
tesâmühkâr,تسامحكار
tesâmühperver,تشامح پرور
tesânîf,تصانيف
tesânüd,تساند
tesâud,تصاعد
tesâvî,تساوی
tesâvîr,تصاویر
tesbîh,تسبيح
tesbît,تثبيت
tescîl,تسجيل
tesdîs,تسدیس
tesellî,تسلى
tesellîkâr,تسلى كار
tesellüm,تسلم
teselsül,تسلسل
tesettür,تستر
teseyyüb,تثيب
teshîl,تسهيل
teshîlât,تسهيلات
teshîr,تسخير
teshîr,تسحير
tes'îd,تسعيد
te'sîr,تأثير
te'sîrât,تأثيرات
te'sîs,تأسيس
te'sîsât,تأسيسات
teskîn,تسكين
teslîh,تسليح
teslîm,تسليم
teslîs,تثليث
tesmîm,تسميم
tesmiye,تسميه
tesrî',تسریع
tesvîd,تسوید
tesviye,تسویه
teşâbüh,تشابه
teşa'şu',تشعشع
teşa'ub,تشعب
teşbîh,تشبيه
teşcî',تشجيع
teşcîr,تشجیر
teşdîd,تشدید
teşebbüs,تشبث
teşebbüsât,تشبثات
teşeccür,تشجر
teşekkül,تشكل
teşekkürât,تشكرات
teşennüc,تشنج
teşerrüf,تشرف
teşevvüş,تشوش
teşeyyu',تشيع
teşfiye,تشفيه
teşhîr,تشهير
teşhîs,تشخيص
teşkîl,تشكيل
teşne,تشنه
teşnedil,تشنه دل
teşrî',تشریع
teşrîf,تشریف
teşrîfât,تشریفات
teşrîh,تشریح
teşrîhhâne,تشریح خانه
teşrîk,تشریك
teşrîn-i evvel,تشرین اول
teşrîn-i sânî,تشرین ثانى
teşvîk,تشویق
teşvîkât,تشویقات
teşyî',تشييع
tetâbuk,تطابق
tetebbu',تتبع
tetebu'ât,تتبعات
tetimme,تتمه
tevâfuk,توافق
tevaggul,توغل
tevahhuş,توحش
tevakki,توقى
tevakku',توقع
tevakkuf,توقف
tevâlî,توالى
tevânâ,توانا
tevârîh,تواریخ
tevârüs,توارث
tevâtur,تواتر
tevâzu,تواضع
tevâzün,توازن
tevbe,توبه
tevbîh,توبيخ
tevcîh,توجيه
tevdî',تودیع
teveccüh,توجه
tevellüd,تولد
teverrüm,تورم
tevessü,توسع
tevessül,توسل
tevezzü',توزع
tevfîkan,توفيقا
tevhîd,توحيد
tevhit,توحيد
te'vîl,تأویل
tevkîf,توقيف
tevkîl,توكیل
tevlîd,توليد
tevsî,توسيع
tevsî',توسيع
tevsîk,توثيق
tevşîh,توشيح
tevvâb,تواب
tevzî',توزیع
teyakkuz,تيقظ
teyemmün,تيمم
te'yîd,تأیيد
tezâd,تضاد
tezâhür,تظاهر
tezâhürât,تظاهرات
tezâyüd,تزاید
tezekkür,تذكر
tezelzül,تزلزل
tezerv,تذرو
tezevvüc,تزوج
tezhîb,تذهيب
tezkâr,تذكار
tezkîr,تذكير
tezlîl,تذليل
tezvîc,تزویج
tezvîr,تزویر
tezyîd,تزیيد
tezyîn,تزیين
tezyînat,تزیينات
tıbb,طب
tıbbî,طبى
tıbbiye,طبيه
tıfl,طفل
tıflâne,طفلانه
tılâ,طلاع
tınab,طناب
tıraş,تراش
tıynet,طينت
tıynetsiz,طينتسز
tîb,طيب
ticârethâne,تجارت خانه
tîğ,تيغ
tilâvet,تلاوت
tilmîz,تلميذ
tîmâr,تيمار
tîmârhâne,تيمارخانه
timsâh,تمساح
timsâl,تمثال
timsâlî,تمثالى
tîr,تير
tîrâje,تيراژه
tîrdân,تيردان
tîre,تيره
tîrendâz,تيرانداز
tîrkeş,تيركش
tiryâk,تریاک
tiryâkî,تریاكى
tis'a,تسعه
tis'în,تسعين
tîşe,تيشه
tîz,تيز
tîzâb,تيزاب
töhmet,تهمت
tûde,توده
tufeylât,طفيلات
tufeylî,طفيلى
tufeyliyet,طفيليت
tuffah,تفاح
tufû,تفو
tufûliyyet,طفوليت
tuğrâkeş,طغراكش
tuğyân,طغيان
tuhaf,تحف
tuhfe,تحفه
tuhm,تخم
tûl,طول
tûlânî,طولانى
tullâb,طلاب
tulû,طلوع
tulûât,طلوعات
tu'me,طعمه
tûranî,تورانى
tûraniyülasl,تورانى الاصل
turfa,طرفه
turre,طره
turş,ترش
turuk,طرق
turuncî,ترنجى
tûsen,توسن
tûşe,توشه
tût,توت
tûtî,طوطى
tuyûf,طيوف
tuyûr,طيور
tüccâr,تجار
tükme,تكمه
tünbek,تنبك
tünd,تند
tündbâd,تندباد
tündmizâc,تندمزاج
türâb,تراب
türb,ترب
türbet,تربت
türk,تورك
türkân,تركان
türkiyât,تركيات
türktâz,تركتاز
türrehe,ترهه
türşî,ترشى
türşrû,ترش رو
tüvân,توان
tüvânâ,توانا
tüvânger,توانگر
ubûdiyyet,عبودیت
ubûr,عبور
ucb,عجب
u'cûbe,اعجوبه
ûd,عود
ûdî,عودی
udûl,عدول
ufuk,افق
ufûnet,عفونت
uhde,عهده
uhrâ,اخری
uhrevî,اخروی
uht,اخت
uhuvvet,اخوت
ukâb,عقاب
ukalâ,عقلا
ukbâ,عقبى
ukde,عقده
ukûbât,عقوبات
ukûbet,عقوبت
ukûd,عقود
ukûl,عقول
ûlâ,اولى
ulemâ,علما
ulûfe,علوفه
ulûhiyyet,الوهيت
ulûm,علوم
ûlülazm,اولو العظم
ûlülebsâr,اولو الابصار
ûlülemr,اولو الامر
ulüvv,علو
ulvî,علوی
ulyâ,عليا
umde,عمده
umk,عمق
ummâl,عمال
ummân,عمان
umran,عمران
umûm,عموم
umûmen,عموما
umûmhâne,عموم خانه
umûmî,عمومى
umûmiyyet,عموميت
umûr,امور
unf,عنف
unfen,عنفا
unfuvân,عنفوان
unmûzec,انموذج
unnâb,عناب
unsur,عنصر
urefâ,عرفا
urûc,عروج
urûk,عروق
urve,عروه
uryân,عریان
usâre,عصاره
usr,عسر
usret,عسرت
ustûre,اسطوره
ustûrevî,اسطوروی
usûl,اصول
usûlî,اصولى
uşşâk,عشاق
utrûş,اطروش
utûfet,عطوفت
uyûb,عيوب
uyûn,عيون
uzlet,عزلت
uzletgâh,عزلتگاه
uzletgüzin,عزلت گزین
uzmâ,عظمى
uzûbet,عذوبت
uzûbet,عزوبت
uzv,عضو
uzvî,عضوی
uzviyye,عضویه
uzviyyet,عضویت
übbehet,ابهت
übüvvet,ابوت
ücret,اجرت
ücûr,اجور
ücûrât,اجورات
üdebâ,ادبا
üftâde,افتاده
üftâdegân,افتادگان
üftânühîzân,افتان و خيزان
üfûl,افول
üf'ûle,افعوله
üf'ûlevî,افعولوی
ükül,اكل
ülfet,الفت
ümem,امم
ümenâ,امنا
ümerâ,امرا
ümîd,اميد
ümîdbahş,اميدبخش
ümîdbahşî,اميدبخشى
ümîdvâr,اميدوار
ümîdvârî,اميدواری
ümm,ام
ümmehât,امهات
ümmet,امت
ümmîd,اميد
ümmiyyet,اميت
ümmülbilâd,ام البلاد
ümmülkitâb,ام الكتاب
ümmülkurâ,ام القرا
ümrân,عمران
ünâs,اناس
ünbûbe,انبوبه
üns,انس
ünsiyyet,انسيت
ünûset,انوثت
ürcûfe,ارجوفه
üryân,عریان
üsbû',اسبوع
üsbû'î,اسبوعى
üserâ,اسرا
üskuf,اسقف
üslûb,اسلوب
üss,اس
üssülesâs,اس الاساس
üstâd,استاد
üstâdâne,استادانه
üstâdî,استادی
üstûr,استور
üstûre,اسطوره
üstühan,استخوان
üstüre,استره
üstüvâne,استوانه
üstüvâr,استوار
üstüvârî,استواری
üştür,اشتر
üştürban,اشتربان
üştürdil,اشتردل
üştürhâr,اشترخار
üzn,اذن
vâbeste,وابسته
vâbestegân,وابستگان
vâcib,واجب
vâcibât,واجبات
vâcibe,واجبه
vâcibülîfâ,واجب الایفا
vâcibülvücûd,واجب الوجود
vâcid,واجد
va'd,وعد
vâdî,وادی
vâfir,وافر
vâh,واه
vâha,واحه
vahâmet,وخامت
vâhasretâ,واحسرتا
vâhayfâ,واحيفا
vahdânî,وحدانى
vahdâniyyet,وحدانيت
vahdet,وحدت
vâhî,واهى
vahîd,وحيد
vâhid,واحد
vahîm,وخيم
vahş,وحش
vahşet,وحشت
vahşetengîz,وحشت انگيز
vahşetnâk,وحشتناک
vahşî,وحشى
vahy,وحى
vâiz,واعظ
vâjgûn,واژگون
vak'a,وقعه
vak'anüvis,وقعه نویس
vak'anüvîsân,وقعه نویسان
vakar,وقار
vakâyi',وقایع
vakf,وقف
vakfe,وقفه
vakfegâh,وقفه گاه
vakfiyye,وقفيه
vâkıa,واقعه
vâkıât,واقعات
vâkıf,واقف
vâki,واقع
vâki',واقع
vakiyye,وقيه
vakt,وقت
vaktâki,وقتاكه
vakûr,وقور
vakûrâne,وقورانه
vâlâ,والا
vâlâcâh,والاجاه
vâlâkadr,والاقدر
vâlid,والد
vâlide,والده
vâlideyn,والدین
vâlih,واله
vâliyân,واليان
vâm,وام
vâmdâr,وامدار
vâmhâh,وامخواه
vâpesin,واپسين
vâr,وار
varak,ورق
varaka,ورقه
varakpâre,ورق پاره
vâreste,وارسته
vârî,واری
vârid,وارد
vâridât,واردات
vâride,وارده
vâris,وارث
varta,ورطه
vârûn,وارون
vârûne,وارونه
vasat,وسط
vasatî,وسطى
vasf,وصف
vâsıl,واصل
vâsıta,واسطه
vâsi',واسع
vasiyyet,وصيت
vasiyyetnâme,وصيت نامه
vasl,وصل
vassaf,وصاف
vassal,وصال
vatan,وطن
vatandaş,وطنداش
vatanî,وطنى
vatanperver,وطن پرور
vatanperverâne,وطن پرورانه
vâveylâ,واویلا
vâye,وایه
va'z,وعظ
vaz',وضع
vazâif,وظائف
vaz'an,وضعا
vâzı',واضع
vaz'-ı haml,وضع حمل
vaz'-ı kadîm,وضع قدیم
vaz'-ı yed,وضع ید
vâzıh,واضح
vâzıhan,واضحا
vazî',وضيع
vazîfe,وظيفه
vazîfedâr,وظيفه دار
vazîfeşinas,وظيفه شناس
vaziyet,وضعيت
vebâl,وبال
vecâhet,وجاهت
vecd,وجد
vecdâver,وجدآور
vech,وجه
veche,وجهه
vecîbe,وجيبه
vecîz,وجيز
vecîze,وجيزه
vedâ,وداع
vedâyi',ودایع
vedîa,ودیعه
vefâ,وفا
vefâdâr,وفادار
vefâkâr,وفاكار
vefât,وفات
vefeyât,وفيات
vefk,وفق
vegayrühü,وغيره
vegayrühüm,وغيرهم
veh,وه
vehb,وهب
vehbî,وهبى
vehelümmecerrâ,و هلم جری
vehhâb,وهاب
vehhâbiyyet,وهابيت
vehhâbiyyûn,وهابيون
vehim,وهم
vehleten,وهلة
vehm,وهم
vehmî,وهمى
vehmnâk,وهمناک
veillâ,والا
vekâhat,وقاحت
vekâlet,وكالت
vekâleten,وكالة
vekâletnâme,وكالت نامه
vekâletpenâh,وكالت پناه
vekâyi',وقایع
vekıs'alâhâzâ,وقس على هذا
vekil,وكيل
velâdet,ولادت
velâyet,ولایت
velev,ولو
velhâsıl,والحاصل
velî,ولى
velî,ولى
velîahd,وليعهد
velîk,وليك
velîkin,وليكن
velîme,وليمه
velûd,ولود
velvele,ولوله
verâ,ورا
verâset,وراثت
verd,ورد
verem,ورم
verese,ورثه
verîd,ورید
vesâik,وثائق
vesâil,وسائل
vesâit,وسائط
vesâtet,وساطت
vesâyâ,وصایا
vesîka,وثيقه
vesîle,وسيله
vesme,وسمه
vesvese,وسوسه
veş,وش
veşak,وشق
veted,وتد
veter,وتر
vetîre,وتيره
veyl,ویل
vezâif,وظائف
vezân,وزان
vezâret,وزارت
vezîr,وزیر
vezn,وزن
vezne,وزنه
veznedâr,وزنه دار
vicâhen,وجاها
vicâhî,وجاهى
vicdân,وجدان
vicdânen,وجدانا
vidâd,وداد
vikâye,وقایه
vilâdet,ولادت
vilâyât,ولایات
vildân,ولدان
vîrân,ویران
vîrâne,ویرانه
vîrânî,ویرانى
vird,ورد
visâk,وثاق
visâl,وصال
vufûr,وفور
vuhûş,وحوش
vukû,وقوع
vukû',وقوع
vukûât,وقوعات
vukûf,وقوف
vuskâ,وثقى
vusla,وصله
vuslat,وصلت
vustâ,وسطى
vusûl,وصول
vuzû,وضوء
vuzûh,وضوح
vücûb,وجوب
vücûd,وجود
vücûh,وجوه
vüfûd,وفود
vüfûr,وفور
vükelâ,وكلا
vülât,ولات
vürûd,ورود
vüs',وسع
vüs'at,وسعت
vüskâ,وثقى
vüsûk,وثوق
vüzerâ,وزرا
yâ,یا
yâb,یاب
yâbis,یابس
yâd,یاد
yâdgâr,یادگار
yadigâr,یادگار
yağmâ,یغما
yağmâger,یغماگر
yah,یخ
yahbeste,یخ بسته
yâhud,یاخود
yâis,یائس
yakaza,یقظه
yakîn,یقين
yakînen,یقينا
yâkût,یاقوت
yakzân,یقظان
yâl,یال
yâleyte,یا ليت
yâr,یار
yârâ,یارا
yârân,یاران
yârî,یاری
yâsemen,یاسمن
yâve,یاوه
yâvegû,یاوه گو
yâver,یاور
yâzdeh,یازده
yebânî,یبانى
yed,ید
yegân,یگان
yegân yegân,یگان یگان
yegâne,یگانه
yegânegî,یگانگى
yek,یك
yekbeyek,یك بيك
yekcihet,یك جهت
yekcins,یك جنس
yekdîger,یك دیگر
yekdil,یك دل
yeknazar,یك نظر
yekpâre,یك پاره
yeksân,یكسان
yekseviye,یك سویه
yekşenbe,یك شنبه
yektene,یك تنه
yekûn,یكون
yel,یل
yeldâ,یلدا
yemîn,یمين
ye's,یأس
yesâr,یسار
ye'sefzâ,یأس افزا
yesîr,یسير
yetîm,یتيم
yetîme,یتيمه
yetîmhâne,یتيم خانه
yevâkît,یواقيت
yevm,یوم
yevmenfeyevmen,یوما فيوما
yevmî,یومى
yevmiyye,یومى
yezdân,یزدان
yubûset,یبوست
yûğ,یوغ
yûz,یوز
yübûset,یبوست
yümkin,یمكن
yümn,یمن
yümnâ,یمنى
yümnî,یمنى
yüsr,یسر
yüsrâ,یسری
zâbıta,ضابطه
zâbih,ذابح
zâbit,ضابط
zâbitân,ضابطان
zabt,ضبط
zabtiye,ضبطيه
zabtiyye,ضبطيه
zabtnâme,ضبط نامه
zabtürabt,ضبط و ربط
zâc,زاج
zâd,زاد
zâd,زاد
zâde,زاده
zâdegân,زادگان
za'f,ضعف
zafer,ظفر
za'ferân,زعفران
zaferyâb,ظفریاب
za'fî,ضعفى
za'fiyyet,ضعفيت
zâğ,زاغ
zağan,زغن
zahâir,ذخائر
zâhib,ذاهب
zâhid,زاهد
zâhidâne,زاهدانه
zâhir,ظاهر
zâhirbîn,ظاهربين
zahîre,ذخيره
zâhiren,ظاهرا
zâhirî,ظاهری
zâhirperest,ظاهرپرست
zahm,زخم
zahmdâr,زخمدار
zahme,زخمه
zahmet,زحمت
zahmzede,زخم زده
zahr,ظهر
zahriye,ظهریه
zâid,زائد
zaîf,ضعيف
zâik,ذائق
zâika,ذائقه
zâil,زائل
zâir,زائر
zâkir,ذاكر
zakkûm,زقوم
zâl,زال
zalâm,ظلام
zâlim,ظالم
zâlimâne,ظالمانه
zamâim,ضمائم
zamâne,زمانه
zamîme,ضميمه
zamimeten,ضميمة
zâmin,ضامن
zamîr,ضمير
zamm,ضم
zamme,ضمه
zan,ظن
zanbak,زنبق
zanîn,ظنين
zann,ظن
zânû,زانو
zapt,ضبط
zaptiye,ضبطيه
zâr,زار
zâr,زار
zarâfet,ظرافت
zarar,ضرر
zarardîde,ضرردیده
zarb,ضرب
zarbhâne,ضرب خانه
zarf,ظرف
zarfiyyet,ظرفيت
zâri',زارع
zârî,زاری
zarîf,ظریف
zarîfâne,ظریفانه
zarûrât,ضرورات
zarûret,ضرورت
zarûrî,ضروری
zarûriyyât,ضروریات
zât,ذات
zâten,ذاتا
zâtî,ذاتى
zâtülcenb,ذات الجنب
zâtürrie,ذات الرئه
zav',ضوء
zavâhir,ظواهر
zâviye,زاویه
zâyi',ضایع
zâyi'ât,ضایعات
zebân,زبان
zebândıraz,زبان دراز
zebâne,زبانه
zebânzed,زبانزد
zeber,زبر
zebercedî,زبرجدی
zebh,ذبح
zebîh,ذبيح
zebîl,زبيل
zebûn,زبون
zecr,زجر
zecrî,زجری
zede,زده
zehâb,ذهاب
zeheb,ذهب
zehr,زهر
zehr,زهر
zehre,زهره
zehrhand,زهرخند
zehrnâk,زهرناک
zekâ,ذكا
zekan,زقن
zekâvet,ذكاوت
zeker,ذكر
zelâzil,زلازل
zelîl,ذليل
zell,زل
zelzele,زلزله
zemân,زمان
zemâne,زمانه
zemherîr,زمهریر
zemîm,ذميم
zemîn,زمين
zeminbûsî,زمين بوسى
zemistan,زمستان
zemistânî,زمستانى
zemm,ذم
zemzeme,زمزمه
zen,زن
zenâdıka,زنادقه
zenâne,زنانه
zenb,ذنب
zenbîl,زنبيل
zenbûrek,زنبورک
zencebîl,زنجبيل
zencî,زنجى
zencîr,زنجير
zencîrbend,زنجيربند
zencîrî,زنجيری
zendeka,زندقه
zendost,زن دوست
zeneb,ذنب
zenehdân,زنخدان
zeng,زنگ
zengî,زنگى
zengûle,زنگوله
zenne,زنه
zenperest,زن پرست
zer,زر
zer',زرع
zerâfe,زرافه
zerbâf,زرباف
zerd,زرد
zerdâlû,زردالو
zerde,زرده
zerdûz,زردوز
zerefşân,زرافشان
zerger,زرگر
zerharîd,زرخرید
zerîn,زرین
zerk,زرق
zerrâ',زراع
zerrâk,زراق
zerrât,ذرات
zerre,ذره
zerreşikâf,ذره شكاف
zerrin,زرین
zevâl,زوال
zevâlnâpezîr,زوال ناپذیر
