Türkçe,Osmanlıca
tezelzül,تزلزل
tezerv,تذرو
tezerv,تذرو
tezevvüc,تزوج
tezevvüc,تزوج
tezhîb,تذهيب
tezhîb,تذهيب
tezkâr,تذکار
tezkâr,تذکار
tezkîr,تذکير
tezkîr,تذکير
tezlîl,تذليل
tezlîl,تذليل
tezvîc,تزویج
tezvîc,تزویج
tezvîr,تزویر
tezvîr,تزویر
tezyîd,تزیيد
tezyîd,تزیيد
tezyîn,تزیين
tezyîn,تزیين
tezyînat,تزیينات
tezyînat,تزیينات
tîb,طيب
tîb,طيب
tıbb,طب
tıbb,طب
tıbbî,طبی
tıbbî,طبی
tıbbiye,طبيه
tıbbiye,طبيه
tıbk,طبق
tıbk,طبق
ticârethâne,تجارت خانه
ticârethâne,تجارت خانه
tıfl,طفل
tıfl,طفل
tıflâne,طفلانه
tıflâne,طفلانه
tîğ,تيغ
tîğ,تيغ
tılâ,طلاع
tılâ,طلاع
tilâvet,تلاوت
tilâvet,تلاوت
tilmîz,تلميذ
tilmîz,تلميذ
tîmâr,تيمار
tîmâr,تيمار
tîmârhâne,تيمارخانه
tîmârhâne,تيمارخانه
timsâh,تمساح
timsâh,تمساح
timsâl,تمثال
timsâl,تمثال
timsâlî,تمثالی
timsâlî,تمثالی
tınab,طناب
tınab,طناب
tîr,تير
tîr,تير
tîrâje,تيراژه
tîrâje,تيراژه
tıraş,تراش
tıraş,تراش
tîrdân,تيردان
tîrdân,تيردان
tîre,تيره
tîre,تيره
tîrendâz,تيرانداز
tîrendâz,تيرانداز
tîrkeş,تيرکش
tîrkeş,تيرکش
tiryâk,تریاک
tiryâk,تریاک
tiryâkî,تریاکی
tiryâkî,تریاکی
tis'a,تسعه
tis'a,تسعه
tîşe,تيشه
tîşe,تيشه
tis'în,تسعين
tis'în,تسعين
tıynet,طينت
tıynet,طينت
tîz,تيز
tîz,تيز
tîzâb,تيزاب
tîzâb,تيزاب
töhmet,تهمت
töhmet,تهمت
tüccâr,تجار
tüccâr,تجار
tûde,توده
tûde,توده
tufeylât,طفيلات
tufeylât,طفيلات
tufeylî,طفيلی
tufeylî,طفيلی
tufeyliyet,طفيليت
tufeyliyet,طفيليت
tuffah,تفاح
tuffah,تفاح
tufû,تفو
tufû,تفو
tufûliyyet,طفوليت
tufûliyyet,طفوليت
tuğyân,طغيان
tuğyân,طغيان
tuhaf,تحف
tuhaf,تحف
tuhfe,تحفه
tuhfe,تحفه
tuhm,تخم
tuhm,تخم
tühmet,تهمت
tühmetli,تهمتلو
tükme,تکمه
tükme,تکمه
tûl,طول
tûl,طول
tûlânî,طولانی
tûlânî,طولانی
tülbend,تولبند
tülbend,تولبند
tullâb,طلاب
tullâb,طلاب
tulû,طلوع
tulû,طلوع
tulûât,طلوعات
tulûât,طلوعات
tuluk,طولوق
tuluk,طولوق
tu'me,طعمه
tu'me,طعمه
tün,تون
tün,تون
tünbek,تنبک
tünbek,تنبک
tünd,تند
tünd,تند
tündbâd,تندباد
tündbâd,تندباد
tündmizâc,تندمزاج
tündmizâc,تندمزاج
türâb,تراب
türâb,تراب
türb,ترب
türb,ترب
türbet,تربت
türbet,تربت
turfa,طرفه
turfa,طرفه
türk,تورك
türk,تورك
Türkân,تركان
Türkân,تركان
turre,طره
turre,طره
türrehe,ترهه
türrehe,ترهه
turş,ترش
turş,ترش
türşî,ترشی
türşî,ترشی
türşrû,ترش رو
türşrû,ترش رو
turuk,طرق
turuk,طرق
turuncî,ترنجی
turuncî,ترنجی
tûşe,توشه
tûşe,توشه
tûsen,توسن
tûsen,توسن
tût,توت
tût,توت
tûtî,طوطی
tûtî,طوطی
tüvân,توان
tüvân,توان
tüvânâ,توانا
tüvânâ,توانا
tüvânger,توانگر
tüvânger,توانگر
tuyûf,طيوف
tuyûf,طيوف
tuyûr,طيور
tuyûr,طيور
übbehet,ابهت
übbehet,ابهت
übbehet/übhet,ابهت
ubûdiyyet,عبودیت
ubûdiyyet,عبودیت
ubûr,عبور
ubûr,عبور
übüvvet,ابوت
übüvvet,ابوت
übüvvet,ابوت
ucb,عجب
ucb,عجب
ücret,اجرت
ücret,اجرت
u'cûbe,اعجوبه
u'cûbe,اعجوبه
ücûr,اجور
ücûr,اجور
ücûrât,اجورات
ücûrât,اجورات
ûd,عود
ûd,عود
üdebâ,ادبا
üdebâ,ادبا
ûdî,عودی
ûdî,عودی
udûl,عدول
udûl,عدول
üftâde,افتاده
üftâde,افتاده
üftâdegân,افتادگان
üftâdegân,افتادگان
üftânühîzân,افتان و خيزان
üftânühîzân,افتان و خيزان
ufuk,افق
ufuk,افق
üfûl,افول
üfûl,افول
üf'ûle,افعوله
üf'ûle,افعوله
üf'ûlevî,افعولوی
üf'ûlevî,افعولوی
ufûnet,عفونت
ufûnet,عفونت
uhde,عهده
uhde,عهده
uhrâ,اخری
uhrâ,اخری
uhrevî,اخروی
uhrevî,اخروی
uhreviyye,اخرويه
uhreviyye,اخرويه
uht,اخت
uht,اخت
uhuvvet,اخوت
uhuvvet,اخوت
ukâb,عقاب
ukâb,عقاب
ukalâ,عقلا
ukalâ,عقلا
ukbâ,عقبی
ukbâ,عقبی
ukde,عقده
ukde,عقده
ukûbât,عقوبات
ukûbât,عقوبات
ukûbet,عقوبت
ukûbet,عقوبت
ukûd,عقود
ukûd,عقود
ukûl,عقول
ukûl,عقول
ükül,اکل
ükül,اکل
ûlâ,اولی
ûlâ,اولی
ulemâ,علما
ulemâ,علما
ülfet,الفت
ülfet,الفت
ulûfe,علوفه
ulûfe,علوفه
ulûhiyyet,الوهيت
ulûhiyyet,الوهيت
ûlülazm,اولو العظم
ûlülazm,اولو العظم
ûlülebsâr,اولو الابصار
ûlülebsâr,اولو الابصار
ûlülemr,اولو الامر
ûlülemr,اولو الامر
ulûm,علوم
ulûm,علوم
ulüvv,علو
ulüvv,علو
ulvî,علوی
ulvî,علوی
ulyâ,عليا
ulyâ,عليا
umde,عمده
umde,عمده
ümem,امم
ümem,امم
ümenâ,امنا
ümenâ,امنا
ümerâ,امرا
ümerâ,امرا
ümîd,اميد
ümîd,اميد
ümîdbahş,اميدبخش
ümîdbahş,اميدبخش
ümîdbahşî,اميدبخشی
ümîdbahşî,اميدبخشی
ümîdvâr,اميدوار
ümîdvâr,اميدوار
ümîdvârî,اميدواری
ümîdvârî,اميدواری
umk,عمق
umk,عمق
ümm,ام
ümm,ام
ummâl,عمال
ummâl,عمال
ummân,عمان
ummân,عمان
ümmehât,امهات
ümmehât,امهات
ümmet,امت
ümmet,امت
ümmîd,اميد
ümmîd,اميد
ümmiyyet,اميت
ümmiyyet,اميت
ümmülbilâd,ام البلاد
ümmülbilâd,ام البلاد
ümmülkitâb,ام الکتاب
ümmülkitâb,ام الکتاب
ümmülkurâ,ام القرا
ümmülkurâ,ام القرا
umran,عمران
umran,عمران
ümrân,عمران
ümrân,عمران
umûm,عموم
umûm,عموم
umûmen,عموما
umûmen,عموما
umûmhâne,عموم خانه
umûmhâne,عموم خانه
umûmî,عمومی
umûmî,عمومی
umûmiyyet,عموميت
umûmiyyet,عموميت
umûr,امور
umûr,امور
ünâs,اناس
ünâs,اناس
ünbûbe,انبوبه
ünbûbe,انبوبه
unf,عنف
unf,عنف
unfen,عنفا
unfen,عنفا
unfuvân,عنفوان
unfuvân,عنفوان
unmûzec,انموذج
unmûzec,انموذج
unnâb,عناب
unnâb,عناب
üns,انس
üns,انس
ünsiyyet,انسيت
ünsiyyet,انسيت
unsur,عنصر
unsur,عنصر
ünûset,انوثت
ünûset,انوثت
ürcûfe,ارجوفه
ürcûfe,ارجوفه
urefâ,عرفا
urefâ,عرفا
Urhan,اورخان
Urhan,اورخان
urûc,عروج
urûc,عروج
urûk,عروق
urûk,عروق
urve,عروه
urve,عروه
uryân,عریان
uryân,عریان
üryân,عریان
üryân,عریان
usâre,عصاره
usâre,عصاره
usât,عصات
usât,عصات
üsbû',اسبوع
üsbû',اسبوع
üsbû'î,اسبوعی
üsbû'î,اسبوعی
üserâ,اسرا
üserâ,اسرا
üskuf,اسقف
üskuf,اسقف
üslûb,اسلوب
üslûb,اسلوب
usr,عسر
usr,عسر
usret,عسرت
usret,عسرت
üss,اس
üss,اس
uşşâk,عشاق
uşşâk,عشاق
üssülesâs,اس الاساس
üssülesâs,اس الاساس
üstâd,استاد
üstâd,استاد
üstâdâne,استادانه
üstâdâne,استادانه
üstâdî,استادی
üstâdî,استادی
üstühan,استخوان
üstühan,استخوان
üstûr,استور
üstûr,استور
üştür,اشتر
üştür,اشتر
üştürban,اشتربان
üştürban,اشتربان
üştürdil,اشتردل
üştürdil,اشتردل
ustûre,اسطوره
ustûre,اسطوره
üstûre,اسطوره
üstûre,اسطوره
üstüre,استره
üstüre,استره
ustûrevî,اسطوروی
ustûrevî,اسطوروی
üştürhâr,اشترخار
üştürhâr,اشترخار
üstüvâne,استوانه
üstüvâne,استوانه
üstüvâr,استوار
üstüvâr,استوار
üstüvârî,استواری
üstüvârî,استواری
usûl,اصول
usûl,اصول
usûlî,اصولی
usûlî,اصولی
utrûş,اطروش
utrûş,اطروش
utûfet,عطوفت
utûfet,عطوفت
uyûb,عيوب
uyûb,عيوب
uyûn,عيون
uyûn,عيون
uzlet,عزلت
uzlet,عزلت
uzletgâh,عزلتگاه
uzletgâh,عزلتگاه
uzletgüzin,عزلت گزین
uzletgüzin,عزلت گزین
uzmâ,عظمی
uzmâ,عظمی
üzn,اذن
üzn,اذن
uzûbet,عذوبت
uzûbet,عزوبت
uzûbet,عذوبت
uzûbet,عزوبت
uzv,عضو
uzv,عضو
uzvî,عضوی
uzvî,عضوی
uzviyye,عضویه
uzviyye,عضویه
uzviyyet,عضویت
uzviyyet,عضویت
vâbeste,وابسته
vâbeste,وابسته
vâbestegân,وابستگان
vâbestegân,وابستگان
vâcib,واجب
vâcib,واجب
vâcibât,واجبات
vâcibât,واجبات
vâcibe,واجبه
vâcibe,واجبه
vâcibülîfâ,واجب الایفا
vâcibülîfâ,واجب الایفا
vâcibülvücûd,واجب الوجود
vâcibülvücûd,واجب الوجود
vâcid,واجد
vâcid,واجد
va'd,وعد
va'd,وعد
vâdî,وادی
vâdî,وادی
vâfir,وافر
vâfir,وافر
vâh,واه
vâh,واه
vâha,واحه
vâha,واحه
vahâmet,وخامت
vahâmet,وخامت
vâhasretâ,واحسرتا
vâhasretâ,واحسرتا
vâhayfâ,واحيفا
vâhayfâ,واحيفا
vahdânî,وحدانی
vahdânî,وحدانی
vahdâniyyet,وحدانيت
vahdâniyyet,وحدانيت
vahdet,وحدت
vahdet,وحدت
vâhî,واهی
vâhî,واهی
vâhid,واحد
vâhid,واحد
vahîd,وحيد
vahîd,وحيد
vahîm,وخيم
vahîm,وخيم
vahş,وحش
vahş,وحش
vahşet,وحشت
vahşet,وحشت
vahşetengîz,وحشت انگيز
vahşetengîz,وحشت انگيز
vahşetnâk,وحشتناک
vahşetnâk,وحشتناک
vahşî,وحشی
vahşî,وحشی
vahy,وحی
vahy,وحی
vâiz,واعظ
vâiz,واعظ
vâjgûn,واژگون
vâjgûn,واژگون
vak'a,وقعه
vak'a,وقعه
vak'anüvis,وقعه نویس
vak'anüvis,وقعه نویس
vak'anüvîsân,وقعه نویسان
vak'anüvîsân,وقعه نویسان
vakar,وقار
vakar,وقار
vakâyi',وقایع
vakâyi',وقایع
vakf,وقف
vakf,وقف
vakfe,وقفه
vakfe,وقفه
vakfegâh,وقفه گاه
vakfegâh,وقفه گاه
vakfiyye,وقفيه
vakfiyye,وقفيه
vâki,واقع
vâki,واقع
vâkıa,واقعه
vâkıa,واقعه
vâkıâ,واقعا
vâkıâ,واقعا
vâkıât,واقعات
vâkıât,واقعات
vâkıf,واقف
vâkıf,واقف
vakiyye,وقيه
vakiyye,وقيه
vakt,وقت
vakt,وقت
vaktâki,وقتاکه
vaktâki,وقتاکه
vakûr,وقور
vakûr,وقور
vakûrâne,وقورانه
vakûrâne,وقورانه
vâlâ,والا
vâlâ,والا
vâlâcâh,والاجاه
vâlâcâh,والاجاه
vâlâkadr,والاقدر
vâlâkadr,والاقدر
vâlid,والد
vâlid,والد
vâlide,والده
vâlide,والده
vâlideyn,والدین
vâlideyn,والدین
vâlih,واله
vâlih,واله
vâliyân,واليان
vâliyân,واليان
vâm,وام
vâm,وام
vâmdâr,وامدار
vâmdâr,وامدار
vâmhâh,وامخواه
vâmhâh,وامخواه
vâpesin,واپسين
vâpesin,واپسين
vâr,وار
vâr,وار
varak,ورق
varak,ورق
varaka,ورقه
varaka,ورقه
varakpâre,ورق پاره
varakpâre,ورق پاره
vâreste,وارسته
vâreste,وارسته
vârî,واری
vârî,واری
vârid,وارد
vârid,وارد
vâridât,واردات
vâridât,واردات
vâride,وارده
vâride,وارده
vâris,وارث
vâris,وارث
varta,ورطه
varta,ورطه
vârûn,وارون
vârûn,وارون
vârûne,وارونه
vârûne,وارونه
vasat,وسط
vasat,وسط
vasatî,وسطی
vasatî,وسطی
vasf,وصف
vasf,وصف
vâsi',واسع
vâsi',واسع
vâsıl,واصل
vâsıl,واصل
vâsıta,واسطه
vâsıta,واسطه
vasiyyet,وصيت
vasiyyet,وصيت
vasiyyetnâme,وصيت نامه
vasiyyetnâme,وصيت نامه
vasl,وصل
vasl,وصل
vassaf,وصاف
vassaf,وصاف
vassal,وصال
vassal,وصال
vatan,وطن
vatan,وطن
vatandaş,وطنداش
vatandaş,وطنداش
vatanî,وطنی
vatanî,وطنی
vatanperver,وطن پرور
vatanperver,وطن پرور
vatanperverâne,وطن پرورانه
vatanperverâne,وطن پرورانه
vâveylâ,واویلا
vâveylâ,واویلا
vâye,وایه
vâye,وایه
va'z,وعظ
va'z,وعظ
vaz',وضع
vaz',وضع
vazâif,وظائف
vazâif,وظائف
vaz'an,وضعا
vaz'an,وضعا
vazî',وضيع
vazî',وضيع
vâzı',واضع
vâzı',واضع
vazîfe,وظيفه
vazîfe,وظيفه
vazîfedâr,وظيفه دار
vazîfedâr,وظيفه دار
vazîfeşinas,وظيفه شناس
vazîfeşinas,وظيفه شناس
vâzıh,واضح
vâzıh,واضح
vâzıhan,واضحا
vâzıhan,واضحا
vaziyet,وضعيت
vaziyet,وضعيت
vebâl,وبال
vebâl,وبال
vecâhet,وجاهت
vecâhet,وجاهت
vecd,وجد
vecd,وجد
vecdâver,وجدآور
vecdâver,وجدآور
vech,وجه
vech,وجه
veche,وجهه
veche,وجهه
vecîbe,وجيبه
vecîbe,وجيبه
vecîz,وجيز
vecîz,وجيز
vecîze,وجيزه
vecîze,وجيزه
vedâ,وداع
vedâ,وداع
vedâyi',ودایع
vedâyi',ودایع
vedîa,ودیعه
vedîa,ودیعه
vefâ,وفا
vefâ,وفا
vefâdâr,وفادار
vefâdâr,وفادار
vefâkâr,وفاکار
vefâkâr,وفاکار
vefât,وفات
vefât,وفات
vefeyât,وفيات
vefeyât,وفيات
vefk,وفق
vefk,وفق
vegayrühü,وغيره
vegayrühü,وغيره
vegayrühüm,وغيرهم
vegayrühüm,وغيرهم
veh,وه
veh,وه
vehb,وهب
vehb,وهب
vehbî,وهبی
vehbî,وهبی
vehelümmecerrâ,و هلم جری
vehelümmecerrâ,و هلم جری
vehhâb,وهاب
vehhâb,وهاب
vehhâbiyyet,وهابيت
vehhâbiyyet,وهابيت
vehhâbiyyûn,وهابيون
vehhâbiyyûn,وهابيون
vehim,وهم
vehim,وهم
vehle,وهله
vehle,وهله
vehleten,وهلة
vehleten,وهلة
vehm,وهم
vehm,وهم
vehmî,وهمی
vehmî,وهمی
vehmnâk,وهمناک
vehmnâk,وهمناک
veillâ,والا
veillâ,والا
vekâhat,وقاحت
vekâhat,وقاحت
vekâlet,وکالت
vekâlet,وکالت
vekâleten,وکالة
vekâleten,وکالة
vekâletnâme,وکالت نامه
vekâletnâme,وکالت نامه
vekâletpenâh,وکالت پناه
vekâletpenâh,وکالت پناه
vekâyi',وقایع
vekâyi',وقایع
vekil,وکيل
vekil,وکيل
vekıs'alâhâzâ,وقس علی هذا
vekıs'alâhâzâ,وقس علی هذا
velâdet,ولادت
velâdet,ولادت
velâyet,ولایت
velâyet,ولایت
velev,ولو
velev,ولو
velhâsıl,والحاصل
velhâsıl,والحاصل
velî,ولی
velî,ولی
velî,ولی
velî,ولی
velîahd,وليعهد
velîahd,وليعهد
velîk,وليک
velîk,وليک
velîkin,وليکن
velîkin,وليکن
velîme,وليمه
velîme,وليمه
velûd,ولود
velûd,ولود
velvele,ولوله
velvele,ولوله
verâ,ورا
verâ,ورا
verâset,وراثت
verâset,وراثت
verd,ورد
verd,ورد
verem,ورم
verem,ورم
verese,ورثه
verese,ورثه
verîd,ورید
verîd,ورید
veş,وش
veş,وش
vesâik,وثائق
vesâik,وثائق
vesâil,وسائل
vesâil,وسائل
vesâit,وسائط
vesâit,وسائط
veşak,وشق
veşak,وشق
vesâtet,وساطت
vesâtet,وساطت
vesâyâ,وصایا
vesâyâ,وصایا
vesîka,وثيقه
vesîka,وثيقه
vesîle,وسيله
vesîle,وسيله
vesme,وسمه
vesme,وسمه
vesvese,وسوسه
vesvese,وسوسه
veted,وتد
veted,وتد
veter,وتر
veter,وتر
vetîre,وتيره
vetîre,وتيره
veyl,ویل
veyl,ویل
vezâif,وظائف
vezâif,وظائف
vezân,وزان
vezân,وزان
vezâret,وزارت
vezâret,وزارت
vezîr,وزیر
vezîr,وزیر
vezn,وزن
vezn,وزن
vezne,وزنه
vezne,وزنه
veznedâr,وزنه دار
veznedâr,وزنه دار
vicâhen,وجاها
vicâhen,وجاها
vicâhî,وجاهی
vicâhî,وجاهی
vicdân,وجدان
vicdân,وجدان
vicdânen,وجدانا
vicdânen,وجدانا
vidâd,وداد
vidâd,وداد
vikâye,وقایه
vikâye,وقایه
vilâdet,ولادت
vilâdet,ولادت
vilâyât,ولایات
vilâyât,ولایات
vildân,ولدان
vildân,ولدان
vîrân,ویران
vîrân,ویران
vîrâne,ویرانه
vîrâne,ویرانه
vîrânî,ویرانی
vîrânî,ویرانی
vird,ورد
vird,ورد
virgül,ويرگول
virgül,ويرگول
visâk,وثاق
visâk,وثاق
visâl,وصال
visâl,وصال
vücûb,وجوب
vücûb,وجوب
vücûd,وجود
vücûd,وجود
vücûh,وجوه
vücûh,وجوه
vüfûd,وفود
vüfûd,وفود
vufûr,وفور
vufûr,وفور
vüfûr,وفور
vüfûr,وفور
vuhûş,وحوش
vuhûş,وحوش
vükelâ,وکلا
vükelâ,وکلا
vukû',وقوع
vukû',وقوع
vukûât,وقوعات
vukûât,وقوعات
vukûf,وقوف
vukûf,وقوف
vülât,ولات
vülât,ولات
vürûd,ورود
vürûd,ورود
vüs',وسع
vüs',وسع
vüs'at,وسعت
vüs'at,وسعت
vuskâ,وثقی
vuskâ,وثقی
vüskâ,وثقی
vüskâ,وثقی
vusla,وصله
vusla,وصله
vuslat,وصلت
vuslat,وصلت
vustâ,وسطی
vustâ,وسطی
vüsûk,وثوق
vüsûk,وثوق
vusûl,وصول
vusûl,وصول
vüzerâ,وزرا
vüzerâ,وزرا
vuzû,وضوء
vuzû,وضوء
vuzûh,وضوح
vuzûh,وضوح
yâ,یا
yâ,یا
yâb,یاب
yâb,یاب
yâbis,یابس
yâbis,یابس
yâd,یاد
yâd,یاد
yad-gar,يادگار
yad-gar,يادگار
yâdgâr,یادگار
yâdgâr,یادگار
yağmâ,یغما
yağmâ,یغما
yağmâger,یغماگر
yağmâger,یغماگر
yah,یخ
yah,یخ
yahbeste,یخ بسته
yahbeste,یخ بسته
yâhud,یاخود
yâhud,یاخود
yâis,یائس
yâis,یائس
yakaza,یقظه
yakaza,یقظه
yakîn,یقين
yakîn,یقين
yakînen,یقينا
yakînen,یقينا
yâkût,یاقوت
yâkût,یاقوت
yakzân,یقظان
yakzân,یقظان
yâl,یال
yâl,یال
yâleyte,یا ليت
yâleyte,یا ليت
yan,يان
yan,يان
ya'nî,يعني
ya'nî,يعني
yâr,یار
yâr,یار
yârâ,یارا
yârâ,یارا
yârân,یاران
yârân,یاران
yârî,یاری
yârî,یاری
yâsemen,یاسمن
yâsemen,یاسمن
yâsîn,ياسين
yâsîn,ياسين
yâve,یاوه
yâve,یاوه
yâvegû,یاوه گو
yâvegû,یاوه گو
yâver,یاور
yâver,یاور
yâzdeh,یازده
yâzdeh,یازده
yebânî,یبانی
yebânî,یبانی
yed,ید
yed,ید
yegân,یگان
yegân,یگان
yegâne,یگانه
yegâne,یگانه
yegânegî,یگانگی
yegânegî,یگانگی
yegân yegân,یگان یگان
yegân yegân,یگان یگان
yek,يك
yek,يك
yekbeyek,یک بيک
yekbeyek,یک بيک
yekcihet,یک جهت
yekcihet,یک جهت
yekcins,یک جنس
yekcins,یک جنس
yekdîger,یک دیگر
yekdîger,یک دیگر
yekdil,یک دل
yekdil,یک دل
yekpâre,یک پاره
yekpâre,یک پاره
yeksân,یکسان
yeksân,یکسان
yekşenbe,یک شنبه
yekşenbe,یک شنبه
yekseviye,یک سویه
yekseviye,یک سویه
yektene,یک تنه
yektene,یک تنه
yekûn,یکون
yekûn,یکون
yel,یل
yel,یل
yeldâ,یلدا
yeldâ,یلدا
yemîn,یمين
yemîn,یمين
ye's,یأس
ye's,یأس
yesâr,یسار
yesâr,یسار
ye'sefzâ,یأس افزا
ye'sefzâ,یأس افزا
yesîr,یسير
yesîr,یسير
yetîm,یتيم
yetîm,یتيم
yetîme,یتيمه
yetîme,یتيمه
yetîmhâne,یتيم خانه
yetîmhâne,یتيم خانه
yevâkît,یواقيت
yevâkît,یواقيت
yevm,يوم
yevm,يوم
yevmenfeyevmen,یوما فيوما
yevmenfeyevmen,یوما فيوما
yevmî,یومی
yevmî,یومی
yevmiyye,یومی
yevmiyye,یومی
yezdân,یزدان
yezdân,یزدان
yubûset,یبوست
yubûset,یبوست
yübûset,یبوست
