a,آ
sinsi,سيڭسى
sinsilik,سينسيلك
sipâhî,سپاهى
sipâhîlik,سپاهيلك
sipâriş,سپارش
siper,سپر
siperisâika,سپرصائقه
sirâyet,سرايت
sîret,سيرت
sirk,سيرك
sirkat,سرقت
sirke,سيركه
sirke,سركه
sirkinmek,سيركينمك
sirküler,سيركولر
sis,سيس
sislenmek,سيسله‌نمكك
sisli,سيسلى
sismograf,سيزموغراف
sistem,سيسته‌م
sistit,سيستيت
sitâyiş,ستايش
sitem,ستم
sitil,سيتيل
sitemkâr,ستمكار
sittînsene,ستين سنه
Sivas,سيواس
Siverek,سيوه‌رك
sivil,سيويل
sivilce,سيويلجه
sivişmek,سيويشمك
sivri,سيورى
sivriakıllı,سيورى عقلى
sivriboylu,سيورى بويلى
sivriburun,سيورى بورون
Sivrihisar,سيوريحصار
sivriköşe,سيورى كوشه
sivrileşmek,سيوريلشمك
sivrilik,سيوريلك
sivrilmek,سيوريلمك
sivriltmek,سيوريلتمك
sivrisinek,سيورى‌سينك
siyah,سياه
siyâhî,سياهى
siyahlanmak,سياهلانمق
siyahlatmak,سياهلاتمق
siyahlık,سياهلق
siyâset,سياست
siyâseten,سياسةً
sıyâsî,سياسى
siyâsiyât,سياسيات
siyâsiyyûn,سياسيون
siyonist,سييونيست
siyonizm,سييونيزم
siz,سز
sizinki,سزڭكى
sizlik,سزلك
skandal,سقاندال
smokin,سموكين
sof,صوف
sofa,صوفا
sofa,صفه
sofalı,صوفالى
sôfî,صوفى
sofra,سفره‌
sofra,صوفرا
sofracı,سفره‌جى
sofracılık,سفره‌جيلق
sofu,صوفى
sofuluk,صوفيلق
soğan,صوغان
soğancı,صوغانجى
soğancık,صوغانجق
soğanlı,صوغانلى
soğanlık,صوغانلق
soğuk,صوغوق
soğukkanlılık,صوغوق قانليلق
soğuklama,صوغوقلامه
soğuklamak,صوغوقلامق
soğukluk,صوغوقلق
soğumak,صوغومق
soğutmak,صوغوتمق
soğutulmak,صوغوتيلمق
sohbet,صحبت
sokak,صوقاق
sokak,سوقاق
sokdurmak,صوقديرمق
sokma,صوقمه
sokmak,صوقمق
sokulgan,صوقولغان
sokuganlık,صوقولغانلق
sokulma,صوقولمه
sokulmak,صوقولمق
sokum,صوقوم
sokuşdurmak,صوقوشديرمق
sôl,صول
solak,صولاق
soldurmak,صولديرمق
solmak,صولمق
solucan,صوغلجان
solugan,صولوغان
soluk,صولوق
solumak,صولومق
solutmak,صولوتمق
som,صوم
soma,صومه
Somo,صوما
somak,صوماق
somak,سماق
sumak,صوماق
sumak,سماق
somakî,صوماكى
somakî,سماقى
somun,صومون
somurtmak,صومورتمق
somya,سوميه
son,صوڭ
sonda,صوندا
sonra,صوڭرا
sonradan,صوڭرادن
sonraki,صوڭره‌كى
sonrası,صوڭراسى
sonraya,صوڭرايه
sonsuz,صوڭسز
sonsuzluk,صوڭسزلق
sop,صوپ
sopa,صوپا
sopalı,صوپالى
sordurmak,صوردورمق
sormak,صورمق
sorguç,صورغوچ
sorguçlu,صورغوچلى
Sorgun,صورغون
sormak,صورمق
sorulmak,صورلمق
soruş,صوروش
soruşdurmak,صوروشديرمق
sovyet,سوويه‌ت
soygun,صويغون
soyguncu,صويغونجى
soygunluk,صويغونلق
sosyalizm,سوسياليزم
soyma,صويمه
soymak,صويمق
soysuz,صويسز
soysuzluk,صويسزلق
soytarı,صويتارى
soytarılık,صويتاريلق
soyucu,صويجى
soyunmak,صويونمق
söbü,سوبو
söğdürmek,سوگدرمك
söğmek,سوگمه
söğüş,سوگوش
söğüt,سوگوت
Söğüt,سكود
Söke,سوكه
sökmek,سوكمك
sökük,سوكوك
sökün,سوكون
söküntü,سوكونتى
söküotu,سوكواوتى
sökülmek,سوكولمك
sömürmek,سومورمك
söndürmek,سوندورمك
söndürmek,سوگونديرمك
sönmek,سونمك
sönmek,سوگونمك
sönük,سونوك
sönüklük,سونوكلك
söyleme,سويله‌مه
söylemek,سويله‌مك
söylenilmek,سويله‌نيلمك
söyleşmek,سويله‌شمك
söyletmek,سويله‌تمك
söyleyiş,سويله‌ييش
söz,سوز
sözleşme,صوزلشمه
sözleşmek,صوزلشمك
sözlü,سوزلى
spekülasyon,سپه‌كولاسيون
spekülâtör,سپه‌كولاتور
spor,سپور
spor,سپور
sportmen,سپورتسمن
stadyum,ستاديوم
staj,ستاژ
stajyer,ستاژيه‌ر
striknin,ستريكنين
su,صو
subaşı,صوباشى
suböreği,صوبوركى
sucu,صوجى
sucuk,صوجوق
suç,صوج
suçlu,صوجلى
suçsuz,صوجسز
suçsuzluk,صوجسزلق
sudan,صودن
Sûdan,سودان
Sûdanlı,سودانلى
sudolabı,صوطولابى
sudûr,صدور
suflör,سوفلور
sûiniyet,سوءنيت
sûizan,سوءظن
sukabağı,صوقاباغى
sukerevizi,صوكرويزى
sukesimi,صوكسيمى
sukuşu,صوقوشى
sukût,سقوط
sulak,صولاق
sulama,صولامه
sulamak,صولامق
sulandırmak,صولانديرمق
sulanmak,صولانمق
sulatmak,صولاتمق
sulh,صلح
sulhan,صلحاً
sulhetmek,صلح ايتمك
sulhî,صلحى
sulhnâme,صلحنامه
sulta,سلطه
sultan,سلطان
sultânî,سلطانى
Sultânîye,سلطانيه
sultanlık,سلطانلق
sulu,صولى
suluk,صولوق
sundurma,صوندورمه
sundurmak,صوندرمق
Sungurlu,صونغورلو
sun’î,سنعى
sunmak,صونمق
suntur,صونطور
sunturlu,صونطورلى
supap,سوپاپ
sur,سور
sur,صور
surat,صورت
sûret,صورت
suratsız,صورتسز
sûrî,سورى
Sûriye,سوريه
Sûriyeli,سوريه‌لى
sus,صوص
susam,صوصام
susamak,صوصامق
susamış,صوصامش
susamuru,صوسمورى
susatmak,صوساتمق
susdurmak,صوصديرمق
susığırı,صوصغيرى
Susığırlık,صوصغرلق
susmak,صوصمق
susuz,سوسز
susuzluk,صوسزلق
Suşehri,صوشهرى
suterâzisi,صوترازيسى
suteresi,صوتره‌سى
suûbet,صعوبت
suûbetli,صعوبتلى
suvâre,سوواره
suyolu,صويولى
sûziş,سوزش
sûzişli,سوزشلى
süâl,سؤال
süalli,سؤاللى
sübjektif,سوبژه‌كتيف
süblime,سوبليه
sübût,ثبوت
sübvansiyon,سوبوالسيون
sübye,سوبيه
sücûd,سجود
süferâ,سفرا
süflî,سفلى
süflîlik,سفليللك
süheyl,سهيل
sühûlet,سهولت
sühûletli,سهولتلى
sükkan,سكان
süklümpüklüm,سوكلوم‌پوكلوم
sükûn,سكون
sükûnet,سكونت
sükûnetli,سكونتلى
sükût,سكوت
sükûtî,سكوتى
sülâle,سلاله
sülüğen,سولوكن
sülük,سولوك
sülûk,سلوك
sülün,سوگلون
sülüs,ثلث
sümbül,سنبل
sümbüle,سنبله
sümbülî,سنبلى
sümen,سومن
sümkürmek,سومكورمك
sümük,سوموك
sümüklü,سوموكلى
sümüklüböcek,سوموكلى بوجك
sündüs,سندس
sünepe,سونپه
sünger,سونگر
süngertaşı,سونگرطاشى
sünnet,سنت
sünnetçi,سنتجى
sünnetli,سنتلى
sünnetsiz,سنتسز
sünnî,سنى
sünûh,سنوح
sünûhât,سنوحات
süprüntü,سوپورنتى
süprüntücü,سوپورنتيجى
süpürge,سوپورگه
süpürgeci,سوپورگه‌جى
süpürmek,سوپورمك
süpürtmek,سوپورتمك
süpürtülmek,سوپورلمك
sür’at,سرعت
sür’atli,سرعتلى
sürdürmek,سورديرمك
süre,سوره
sürekli,سوركلى
süreksiz,سوركسز
süreksizlik,سوركسزلك
süreyya,ثريا
sürfe,سرفه
sürgü,سورگو
sürgülemek,سورگولمك
sürgün,سورگون
sürgünavı,سورگون آوى
sürgünlük,سورگونلك
sürme,سرمه‌
sürme,سورمه
sürmek,سورمك
Sürmene,سورمنه
sürnatürel,سورناتوره‌ل
sürpriz,سورپريز
sürre,صره
sürre,صره
sürrealayı,صره‌آلايى
sürremini,صره‌أمينى
sürtmek,سورتمك
sürtük,سورتوك
sürtülmek,سورتلمك
sürtünmek,سورتنمك
sürü,سورو
sürücü,سوروجى
sürüklemek,سوروكلمك
sürüklemek,سوروكلنمك
sürüklenmek,سوروكلتمك
sürüm,سوروم
sürünceme,سورونجمه
süründürmek,سورونديرمك
sürünmek,سورونمك
sürür,سرور
sürür,سورور
sürûr,سرور
Sürüş,سوروش
sürütme,سوروتمه
sürütmek,سوروتمك
Süryanî,سريانى
süs,سوس
süslenmek,سوسلنمك
süslü,سوسلى
süsmek,سوسمك
süt,سوت
sütane,سوتخانه
sütbaba,سوت بابا
sütbeyaz,سوت بياض
sütcü,سوتجى
sütcülük,سوتجيلك
sütdişi,سوت ديشى
sütkardeş,سوت قارداش
sütkırı,سوت‌قيرى
sütkuzusu,سوت قوزوسى
sütlâç,سوتلاج
sütleğen,سوتلكن
sütliman,سوت‌ليمان
sütlü,سوتلى
sütlüce,سوتليجه
sütlük,سوتلك
sütnine,سوت نينه
sütotu,سوت اوتى
sütûn,ستون
sütvurgunu,سوت وورغونى
süzdürmek,سوزديرمك
süzgeç,سوزگچ
süzgün,سوزگون
süzme,سوزمه
süzmek,سوزمك
süzülmek,سوزولمك
şabân,شعبان
şâd,شاد
şadırvan,شادروان
şafak,شفق
şâfî,شافى
şâfiî,شافعى
şaft,شافت
şah,شاه
şahbâz,شاهباز
şahıs,شخص
şâhid,شاهد
şâhidlik,شاهدلك
şâhika,شاهقه
şâhin,شاهين
şahlanmak,شاخلانمق
şahmerdan,شاهمردان
Şahnâme,شاهنامه
şahnişîn,شاهنشين
şahsan,شخصاً
şahsî,شخصى
şahsiyât,شخصيات
şahsiyet,شخصيت
şâibe,شائبه
şair,شاعر
şairâne,شاعرانه
şâirlik,شاعرلك
şak,شاق
şak,شق
şaka,شاقا
şakaayık,شقائق
şakayık,شقائق
şakak,شقاق
şakak,شاقاق
şakacı,شاقاجى
şakalaşmak,شاقالاشمق
şakımak,شاقيمق
şakırdamak,شاقيردامق
şakırdatmak,شاقيرداتمق
şakırdı,شاقيردى
şakır,شاقيرشاقير
şâkir,شاكر
şakird,شاكرد
şakirdlik,شاكردلك
şakıy,شقى
şaklaban,شاقلابان
şaklabanlık,شاقلابانلق
şaklamak,شاقلامق
şaklatmak,شاقلاتمق
şakrak,شاقراق
şakşak,شاقشاق
şâkûl,شاقول
şakûlî,شاقولى
şâkullamak,شاقوللامق
şal,شال
şalgam,"شالغام "
şalgam,شلغم
şalvar,شالوار
Şam,شام
şama,شاما
şem'a,شمعه
şamalı,شامالى
şamalı,شمعه‌لى
şamandıra,شامانديرا
şamar,شامار
şamata,شاماتا
şamatacı,شاماتاجى
şamatalı,شاماتالى
şamdan,شامدان
şamdan,شمعدان
şamdancı,شامدانجى
şamfıstığı,شام فستيغى
şâmil,شامل
şamişi,شام ايشى
şâmme,شامه
şampanya,شامپانيا
şamşekeri,شام شكرى
şan,شان
şanlı,شانلى
şans,شانس
şanslı,شانسلى
şanssız,شانسز
şanssızlık,شانزلق
şantaj,شانتاژ
şantöz,شانتوز
şap,شاپ
Şapdenizi,شاپ دڭزى
şaphâne,شاپخانه
şapırdamak,شاپيردامق
şapırdatmak,شاپيرداتمق
şapırşapır,شاپيرشاپير
şapırtı,شاپيردى
şapilleti,شاپ علتى
şapka,شاپقه
şapkacı,شاپقه‌جى
şapkalı,شاپقه‌لى
şaplak,شاپلاق
şaplamak,شاپلامق
şaplatmak,شاپلاتمق
şapşal,شاپ‌شال
şapşap,شاپ‌شاپ
şar,شار
şarbon,شاربون
şarampol,شارانپول
şarap,شراپ
şarapçı,شراپجى
şarapçılık,شراپجيلق
şaraphâne,شراپخانه
şarapnel,شراپنل
şarıldamak,شاريلدامق
şarılşarıl,شاريل‌شاريل
şarıltı,شاريلتى
şâ’rî,شعرى
şârî,شارع
şârih,شارح
şârık,شراق
şârık,شارق
şark,شرق
şarkan,شرقاً
şarkı,شرقى
şarkıcı,شرقيجى
Şarkışla,شارقيشله
şarkî,شرقى
şarkî,شرقى
Şarkî Karaağaç,شرقى قره‌آغاج
Şarkî Karaağaç,شرقى قره‌آغاج
Şarköy,شاركوى
şarlatan,شارلاتان
şarlatanlık,شارلاتانلق
şarşar,شارشار
şart,شرط
şartetmek,شرط ايتمك
şartlamak,شرطلامق
şartlaşmak,شرطلاشمق
şartlı,شرطلى
şartnâme,شرطنامه
şa’şaa,شعشعه
şa’şa,شعشعه
şa’şaalandırmak,شعشعه‌لانديرمق
şa’şalandırmak,شعشعه‌لانديرمق
şa’şaalı,شعشعه‌لی
şa’şalı,شعشعه‌لی
şaşı,شاشى
şaşılık,شاشيلق
şaşırma,شاشيرمه
şaşırmak,شاشيرمق
şaşırtma,شاشيرتمه
şaşkın,شاشقين
şaşkınlık,شاشقينلق
şaşma,شاشمه
şaşmak,شاشمق
şatafât,شطفات
şatafatlı,شطفه‌تلى
şâtır,شاطر
şato,شاتو
Şavşat,شاوشات
şâyân,شايان
şayak,شاياق
şâyed,شايد
şâyeste,شايسته
şâyî,شايع
şâz,شاذ
şeâmet,شئامت
şeâmet,شآمت
şeâmetli,شئامتلى
şebboy,شبّوى
şebek,شبك
şebeke,شبكه
şebîh,شبيه
Şebin Karahisar,شبيق قره‌حصار
şecâat,شجاعت
şecâatli,شجاعتلى
şecere,شجره
şedde,شده
şeddeli,شده‌لى
şef,شف
şefâat,شفاعت
şefâatci,شفاعتجى
şeffaf,شفّاف
şeffaflık,شفّافلق
şefkat,شفقت
şefkatli,شفقتلى
şefkatsiz,شفقتسز
şefkatsizlik,شفقتسزلك
şeftâli,شفتعالى
şehâb,شهاب
şehâdet,شهادت
şehâdetnâme,شهادتنامه
şehâmet,شهامت
şehâmetli,شهامتلى
şehâdetlû,شهامتلو
şehbender,شهبندر
şehbenderhâne,شهبندرخانه
şehbenderlik,شهبندرلك
şehîd,شهيد
şehidlik,شهيدلك
şehir,شهر
şehirli,شهرلى
şehlâ,شهلا
şehrâh,شهراه
şehremâneti,شهرامانتى
Şehremini,شهرامينى
şehriye,شهريه‌
şehriye,شعريه
şehvânî,شهوانى
şehvet,شهوت
şehzâde,شهزاده
şek,شك
şekaavet,شقاوت
şekavet,شقاوت
şeker,شكر
şekerleme,شكرلمه
şekerlemek,شكرلمك
şekerlenmek,شكرلنمك
şekerli,شكرلى
şekil,شكل
şeklen,شكلاً
şeklî,شكلی
şem’a,شمعه‌
şema,شه‌ما
Şemdinan,شيمدينان
şemme,شمه
şempanze,شيمپانزه
şems,شمس
şemsiyeci,شمسيه‌جى
şemsiyecilik,شمسيه‌جيلك
şemsiyelik,شمسيه‌لك
şen,شن
şenâat,شناعت
şenî,شنيع
şe’niyet,شأنيت
şenlendirmek,شنلنديرمك
şenlenmek,شنلنمك
şenlik,شنلك
şenlikli,شنلكلى
şenliksiz,شنلكسز
şer,شر
şerbet,شربت
şerbetçi,شربيتجى
şerbetçilik,شربيتجيلك
şerbetlik,شربتلك
şeref,شرف
şerefiye,شرفيه
şereflendirmek,شرفلنديرمك
şereflenmek,شرفلنمك
şerh,شرح
şerha,شرحه
şerhetmek,شرح ايتمك
şer’i,شرعى
şerîat,شريعت
şerîatcı,شريعتجى
şerif,شريف
şerik,شريك
şerîklik,شريكلك
şerîr,شرير
şetâret,شطارت
şetâretlendirmek,شطارتلنديرمك
şetâretli,شطارتلى
şetmetmek,شتم ايتمك
şevk,شوق
şevketli,شوكتلى
şevketlû,شوكتلو
şevkli,شوقلى
şevvâl,شوال
şey,شئ
şeyh,شيخ
şeyhülislâm,شيخ الاسلام
şeytan,شيطان
şeytanarabası,شيطان آرابه‌سى
şeytanbezi,شيطان بزى
şeytânî,شيطانى
şeytanlık,شيطانلق
şeytantırnağı,شيطان طيرناغى
şeytantüyü,شيطان توگى
şık,شق
şık,شيق
şıklık,شيقلق
şıllık,شيللق
şımarık,شيماريق
şımarmak,شيمارمق
şımartılmak,شيمارتيلمق
şımartmak,شيمارتمق
şıpıdık,شيپيديق
şıpşıp,شيپشيپ
şırıldamak,شيريلدامق
şırılşırıl,شيريل‌شيريل
şırıltı,شيريلتى
şırınga,شيرينغا
şırlamak,شيرلامق
şırlanyağı,شيرلاغان ياغى
Şırnak,شيرناق
şırpadak,شيرپاداق
şîa,شيعه
şiâr,شعار
şiddet,شدت
şiddetlendirmek,شدتلنديرمك
şiddetli,شدتلى
şifâ,شفا
şifâhâne,شفاخانه
şifâhen,شفاهاً
şifâhî,شفاهى
şifre,شيفره‌
şifre,شفره
şifreli,شيفره‌لى
şi’î,شيعى
şi’îlik,شيعيلك
şiir,شعر
şikaak,شقاق
şikak,شقاق
şikâr,شكار
şikâyet,شكايت
şikâyetçi,شكايتجى
şikâyetnâme,شكايتنامه
Şile,شيله
şilte,شيلته‌
şilte,شلته
şimâl,شمال
şimâlen,شمالاً
şimâli,شمالى
şimdi,شيمدى
şimdiden,شيمديدن
şimdiden,شيمدن
şimdiki,شيمديكى
şimdilik,شيمديلك
şimendifer,شيمندوفر
şimşek,شيمشك
şimşek,شمشك
şimşir,شيمشير
şinik,شينيك
şira,شيرا
Şiran,شيران
şîrâze,شيرازه
şirin,شيرين
şirinlik,شيرينلك
şirk,شرك
şirket,شركت
şîrpençe,شيرپنجه
şirret,شرت
şirretlik,شرتلك
Şirvan,شيروان
şiş,شيش
şişe,شيشه
şişeci,شيشه‌جى
şişehâne,شيشه‌خانه
şişhâne,شيشخانه
şişhâneli,شيشخانه‌لى
şişirilmek,شيشيريلمك
şişirmek,شيشيرمك
şişirtmek,شيشيرتمك
şişkebabı,شيش كبابى
şişkin,شيشكين
şişkinlik,شيشكينلك
şişko,شيشقو
şişlemek,شيشله‌مك
şişlenmek,شيشله‌نمك
şişli,شيشلى
şişman,شيشمان
şişmanlık,شيشمانلق
şişmek,شيشمك
şitâb,شتاب
şitâbân,شتابان
Şitak,شيتاق
şîve,شيوه
şivekâr,شيوه‌كار
şîveli,شيوه‌لى
şîvesiz,شيوه‌سز
şîvesizlik,شيوه‌سزلك
şoför,شوفور
şol,شول
şose,شوشه
şöhret,شهرت
şöhretli,شهرتلى
şömine,شومينه
şöven,شووه‌ن
şövenizm,شووينيزم
şöyle,شويله
şöylece,شويله‌جه
şu,شو
şuâ,شعاع
şubat,شباط
şûbe,شعبه
şûh,شوخ
şûhluk,شوخلق
şukadar,شوقادار
şûle,شعله
şulelendirmek,شعله‌لنديرمك
şulelenmek,شعله‌لنمك
şûleli,شعله‌لى
şûrâ,شورا
şuracık,شوراجق
şurada,شوراده
şuralı,شورالى
şurası,شوراسى
şûriş,شورش
şurup,شروپ
şuur,شعور
şuurlu,شعورلى
şübhe,شبهه
şübheli,شبهه‌لى
şübhelendirmek,شبهه‌لنديرمك
şübhelenmek,شبهه‌لنمك
şübhesiz,شبهه‌سز
şübhesizlik,شبهه‌سزلك
şühûd,شهود
şükran,شكران
şükür,شكر
şümûl,شمول
şümullendirmek,شموللنديرمك
şürekâ,شركا
şüûn,شئون
taabi,طابع
tabi,طابع
taabbüd,تعبد
taaffun,تعفن
taak,طاق
taallûk,تعلق
taallûkat,تعلقات
taam,طعام
taammuden,تعمداً
taarruz,تعرض
taarruzî,تعرضى
tâat,طاعت
tabâbet,طبابت
tabak,طباق
tabak,طاباق
tabak,طبق
tabak,دباغ
tabaka,طبقه
tabakaat,طبقات
